Sale_ID,Date,Store_ID,Product_ID,Units
42526,2/13/2022,31,8,2
42527,2/13/2022,37,34,1
42528,2/13/2022,15,25,1
42529,2/13/2022,7,6,2
42530,2/13/2022,31,8,3
42531,2/13/2022,7,6,3
42532,2/13/2022,33,10,1
42533,2/13/2022,4,1,1
42534,2/13/2022,25,34,1
42535,2/13/2022,41,8,1
42536,2/13/2022,13,8,1
42537,2/13/2022,30,14,3
42538,2/13/2022,3,6,1
42539,2/13/2022,2,24,1
42540,2/13/2022,9,7,3
42541,2/13/2022,39,2,1
42542,2/13/2022,32,34,1
42543,2/13/2022,10,20,1
42544,2/13/2022,43,18,1
42545,2/13/2022,45,33,1
42546,2/13/2022,41,8,1
42547,2/13/2022,39,6,1
42548,2/13/2022,7,6,2
42549,2/13/2022,37,34,1
42550,2/13/2022,39,6,1
42551,2/13/2022,9,25,1
42552,2/13/2022,28,6,1
42553,2/13/2022,26,6,2
42554,2/13/2022,3,31,1
42555,2/13/2022,31,6,1
42556,2/13/2022,26,1,1
42557,2/13/2022,24,1,1
42558,2/13/2022,9,7,3
42559,2/13/2022,31,6,1
42560,2/13/2022,28,6,1
42561,2/13/2022,18,6,1
42562,2/13/2022,10,6,1
42563,2/13/2022,15,25,1
42564,2/13/2022,29,6,1
42565,2/13/2022,3,6,1
42566,2/13/2022,47,9,1
42567,2/13/2022,24,10,3
42568,2/13/2022,13,18,1
42569,2/13/2022,44,25,1
42570,2/13/2022,19,6,1
42571,2/13/2022,40,33,1
42572,2/13/2022,11,25,1
42573,2/13/2022,46,2,1
42574,2/13/2022,46,18,1
42575,2/13/2022,18,6,1
42576,2/13/2022,11,9,1
42577,2/13/2022,14,8,1
42578,2/13/2022,33,30,1
42579,2/13/2022,11,9,1
42580,2/13/2022,6,6,3
42581,2/13/2022,41,7,1
42582,2/13/2022,39,2,1
42583,2/13/2022,33,10,1
42584,2/13/2022,41,7,1
42585,2/13/2022,25,34,1
42586,2/13/2022,19,6,1
42587,2/13/2022,2,24,1
42588,2/13/2022,37,34,1
42589,2/13/2022,41,7,1
42590,2/13/2022,43,18,1
42591,2/13/2022,3,31,1
42592,2/13/2022,50,6,1
42593,2/13/2022,7,6,2
42594,2/13/2022,13,8,1
42595,2/13/2022,8,10,1
42596,2/13/2022,13,8,1
42597,2/13/2022,39,6,1
42598,2/13/2022,13,18,1
42599,2/13/2022,37,34,1
42600,2/13/2022,3,27,1
42601,2/13/2022,9,6,1
42602,2/13/2022,31,14,2
42603,2/13/2022,3,31,1
42604,2/13/2022,20,7,1
42605,2/13/2022,33,10,1
42606,2/13/2022,11,9,1
42607,2/13/2022,24,1,1
42608,2/13/2022,24,6,3
42609,2/13/2022,18,6,1
42610,2/13/2022,18,6,1
42611,2/13/2022,26,6,3
42612,2/13/2022,6,7,1
42613,2/13/2022,13,18,1
42614,2/13/2022,3,6,1
42615,2/13/2022,40,33,1
42616,2/13/2022,9,7,2
42617,2/13/2022,26,7,1
42618,2/13/2022,50,6,1
42619,2/13/2022,25,34,1
42620,2/13/2022,41,33,4
42621,2/13/2022,26,25,1
42622,2/13/2022,7,18,1
42623,2/13/2022,15,25,1
42624,2/13/2022,11,7,1
42625,2/13/2022,39,6,1
42626,2/13/2022,24,6,2
42627,2/13/2022,19,6,1
42628,2/13/2022,31,14,3
42629,2/13/2022,18,6,1
42630,2/13/2022,46,2,1
42631,2/13/2022,26,7,1
42632,2/13/2022,5,24,1
42633,2/13/2022,6,31,1
42634,2/13/2022,10,14,1
42635,2/13/2022,47,9,1
42636,2/13/2022,41,7,1
42637,2/13/2022,9,14,1
42638,2/13/2022,24,6,2
42639,2/13/2022,31,8,3
42640,2/13/2022,31,8,2
42641,2/13/2022,31,6,1
42642,2/13/2022,37,34,1
42643,2/13/2022,14,17,1
42644,2/13/2022,13,10,1
42645,2/13/2022,43,33,1
42646,2/13/2022,7,18,1
42647,2/13/2022,31,8,1
42648,2/13/2022,41,33,4
42649,2/13/2022,10,14,1
42650,2/13/2022,41,33,4
42651,2/13/2022,3,31,1
42652,2/13/2022,12,22,1
42653,2/13/2022,7,6,2
42654,2/13/2022,24,7,2
42655,2/13/2022,13,8,1
42656,2/13/2022,43,33,1
42657,2/13/2022,41,33,3
42658,2/13/2022,7,6,2
42659,2/13/2022,39,6,1
42660,2/13/2022,18,6,1
42661,2/13/2022,26,7,1
42662,2/13/2022,45,33,1
42663,2/13/2022,43,18,1
42664,2/13/2022,9,6,1
42665,2/13/2022,18,6,1
42666,2/13/2022,31,14,2
42667,2/13/2022,4,1,1
42668,2/13/2022,9,14,1
42669,2/13/2022,6,31,1
42670,2/13/2022,11,9,1
42671,2/13/2022,3,31,1
42672,2/13/2022,26,1,1
42673,2/13/2022,39,2,1
42674,2/13/2022,8,8,1
42675,2/13/2022,41,33,3
42676,2/13/2022,2,6,1
42677,2/13/2022,13,18,1
42678,2/13/2022,15,25,1
42679,2/13/2022,21,24,1
42680,2/13/2022,13,8,1
42681,2/13/2022,31,8,3
42682,2/13/2022,24,1,1
42683,2/13/2022,9,7,3
42684,2/13/2022,31,6,1
42685,2/13/2022,10,20,1
42686,2/13/2022,39,6,1
42687,2/13/2022,7,6,3
42688,2/13/2022,31,6,1
42689,2/13/2022,31,8,2
42690,2/13/2022,9,25,1
42691,2/13/2022,41,33,4
42692,2/13/2022,33,30,1
42693,2/13/2022,3,6,1
42694,2/13/2022,2,6,1
42695,2/13/2022,28,6,1
42696,2/13/2022,3,31,1
42697,2/13/2022,9,6,1
42698,2/13/2022,5,24,1
42699,2/13/2022,10,6,1
42700,2/13/2022,48,6,1
42701,2/13/2022,26,6,3
42702,2/13/2022,9,25,1
42703,2/13/2022,14,8,1
42704,2/13/2022,29,30,1
42705,2/13/2022,8,30,1
42706,2/13/2022,7,6,3
42707,2/13/2022,31,8,3
42708,2/13/2022,46,18,1
42709,2/13/2022,13,10,1
42710,2/13/2022,8,10,1
42711,2/13/2022,18,6,1
42712,2/13/2022,8,10,1
42713,2/13/2022,29,6,1
42714,2/13/2022,36,6,3
42715,2/13/2022,26,6,2
42716,2/13/2022,37,34,1
42717,2/13/2022,13,10,1
42718,2/13/2022,36,6,3
42719,2/13/2022,45,33,1
42720,2/13/2022,24,1,1
42721,2/13/2022,26,6,3
42722,2/13/2022,9,25,1
42723,2/13/2022,31,14,3
42724,2/13/2022,45,33,1
42725,2/13/2022,24,1,1
42726,2/13/2022,11,9,1
42727,2/13/2022,27,8,1
42728,2/13/2022,33,30,1
42729,2/13/2022,43,18,1
42730,2/13/2022,9,7,3
42731,2/13/2022,4,1,1
42732,2/13/2022,47,2,1
42733,2/13/2022,13,10,1
42734,2/13/2022,20,7,1
42735,2/13/2022,26,7,1
42736,2/13/2022,22,9,1
42737,2/13/2022,2,6,1
42738,2/13/2022,24,1,1
42739,2/13/2022,13,18,1
42740,2/13/2022,47,9,1
42741,2/13/2022,25,34,1
42742,2/13/2022,2,24,1
42743,2/13/2022,9,7,3
42744,2/13/2022,47,2,1
42745,2/13/2022,27,8,1
42746,2/13/2022,31,8,3
42747,2/13/2022,33,30,1
42748,2/13/2022,32,6,2
42749,2/13/2022,24,10,2
42750,2/13/2022,23,6,1
42751,2/13/2022,43,33,1
42752,2/13/2022,39,6,1
42753,2/13/2022,31,14,2
42754,2/13/2022,24,7,2
42755,2/13/2022,31,14,3
42756,2/13/2022,41,8,1
42757,2/13/2022,3,6,1
42758,2/13/2022,41,33,4
42759,2/13/2022,41,33,4
42760,2/13/2022,9,25,1
42761,2/13/2022,50,6,1
42762,2/13/2022,26,6,2
42763,2/13/2022,23,6,1
42764,2/13/2022,3,6,1
42765,2/13/2022,9,6,1
42766,2/13/2022,8,30,1
42767,2/13/2022,22,9,1
42768,2/13/2022,33,30,1
42769,2/13/2022,2,6,1
42770,2/13/2022,46,18,1
42771,2/13/2022,9,25,1
42772,2/13/2022,24,7,2
42773,2/13/2022,47,34,1
42774,2/13/2022,39,6,1
42775,2/13/2022,7,6,2
42776,2/13/2022,47,9,1
42777,2/13/2022,14,17,1
42778,2/13/2022,45,33,1
42779,2/13/2022,30,14,3
42780,2/13/2022,11,25,1
42781,2/13/2022,25,34,1
42782,2/13/2022,11,7,1
42783,2/13/2022,14,17,1
42784,2/13/2022,43,33,1
42785,2/13/2022,26,1,1
42786,2/13/2022,8,8,1
42787,2/13/2022,48,6,1
42788,2/13/2022,41,7,1
42789,2/13/2022,7,6,3
42790,2/13/2022,47,9,1
42791,2/13/2022,39,6,1
42792,2/13/2022,36,6,2
42793,2/13/2022,45,33,1
42794,2/13/2022,26,25,1
42795,2/13/2022,46,18,1
42796,2/13/2022,18,6,1
42797,2/13/2022,11,7,1
42798,2/13/2022,9,25,1
42799,2/13/2022,31,14,2
42800,2/13/2022,19,6,1
42801,2/13/2022,39,6,1
42802,2/13/2022,46,2,1
42803,2/13/2022,22,9,1
42804,2/13/2022,47,2,1
42805,2/13/2022,23,6,1
42806,2/13/2022,47,2,1
42807,2/13/2022,33,30,1
42808,2/13/2022,33,30,1
42809,2/13/2022,12,22,1
42810,2/13/2022,41,33,3
42811,2/13/2022,26,1,1
42812,2/13/2022,6,7,1
42813,2/13/2022,5,1,1
42814,2/13/2022,13,10,1
42815,2/13/2022,7,6,2
42816,2/13/2022,2,6,1
42817,2/13/2022,41,7,1
42818,2/13/2022,31,8,2
42819,2/13/2022,31,6,1
42820,2/13/2022,37,34,1
42821,2/13/2022,24,1,1
42822,2/13/2022,12,22,1
42823,2/13/2022,39,6,1
42824,2/13/2022,8,8,1
42825,2/13/2022,43,18,1
42826,2/13/2022,10,6,1
42827,2/13/2022,47,2,1
42828,2/13/2022,26,1,1
42829,2/13/2022,23,6,1
42830,2/13/2022,47,34,1
42831,2/13/2022,5,14,1
42832,2/13/2022,9,25,1
42833,2/13/2022,39,6,1
42834,2/13/2022,2,6,1
42835,2/13/2022,13,8,1
42836,2/13/2022,26,6,2
42837,2/13/2022,20,7,1
42838,2/13/2022,20,7,1
42839,2/13/2022,6,7,1
42840,2/13/2022,41,7,1
42841,2/13/2022,47,34,1
42842,2/13/2022,14,17,1
42843,2/13/2022,2,6,1
42844,2/13/2022,5,6,1
42845,2/13/2022,36,6,2
42846,2/13/2022,37,34,1
42847,2/13/2022,30,30,1
42848,2/13/2022,27,8,1
42849,2/13/2022,26,18,1
42850,2/13/2022,37,34,1
42851,2/13/2022,22,9,1
42852,2/13/2022,50,6,1
42853,2/13/2022,8,30,1
42854,2/13/2022,3,31,1
42855,2/13/2022,46,18,1
42856,2/13/2022,14,17,1
42857,2/13/2022,2,6,1
42858,2/13/2022,47,9,1
42859,2/13/2022,20,7,1
42860,2/13/2022,23,6,1
42861,2/13/2022,39,6,1
42862,2/13/2022,9,6,1
42863,2/13/2022,20,7,1
42864,2/13/2022,45,33,1
42865,2/13/2022,9,6,1
42866,2/13/2022,32,6,2
42867,2/13/2022,41,8,1
42868,2/13/2022,46,18,1
42869,2/13/2022,3,6,1
42870,2/13/2022,38,6,1
42871,2/13/2022,9,7,2
42872,2/13/2022,25,34,1
42873,2/13/2022,26,1,1
42874,2/13/2022,10,14,1
42875,2/13/2022,3,31,1
42876,2/13/2022,32,31,1
42877,2/13/2022,26,1,1
42878,2/13/2022,11,25,1
42879,2/13/2022,6,7,1
42880,2/13/2022,32,6,3
42881,2/13/2022,39,6,1
42882,2/13/2022,12,22,1
42883,2/13/2022,33,30,1
42884,2/13/2022,47,9,1
42885,2/13/2022,9,6,1
42886,2/13/2022,40,33,1
42887,2/13/2022,44,25,1
42888,2/13/2022,26,7,1
42889,2/13/2022,13,10,1
42890,2/13/2022,39,6,1
42891,2/13/2022,43,18,1
42892,2/13/2022,50,6,1
42893,2/13/2022,5,6,1
42894,2/13/2022,24,1,1
42895,2/13/2022,9,14,1
42896,2/13/2022,26,25,1
42897,2/13/2022,7,18,1
42898,2/13/2022,26,1,1
42899,2/13/2022,31,8,1
42900,2/13/2022,13,10,1
42901,2/13/2022,28,6,1
42902,2/13/2022,31,8,1
42903,2/13/2022,21,24,1
42904,2/13/2022,11,9,1
42905,2/13/2022,6,7,1
42906,2/13/2022,10,20,1
42907,2/13/2022,27,8,1
42908,2/13/2022,22,9,1
42909,2/13/2022,3,6,1
42910,2/13/2022,10,20,1
42911,2/13/2022,3,31,1
42912,2/13/2022,18,6,1
42913,2/13/2022,24,1,1
42914,2/13/2022,9,7,3
42915,2/13/2022,24,7,3
42916,2/13/2022,19,6,1
42917,2/13/2022,47,9,1
42918,2/13/2022,39,2,1
42919,2/13/2022,11,9,1
42920,2/13/2022,9,7,2
42921,2/13/2022,46,18,1
42922,2/13/2022,40,33,1
42923,2/13/2022,43,33,1
42924,2/13/2022,6,31,1
42925,2/13/2022,10,20,1
42926,2/13/2022,33,30,1
42927,2/13/2022,3,31,1
42928,2/13/2022,2,6,1
42929,2/13/2022,48,6,1
42930,2/13/2022,13,10,1
42931,2/13/2022,27,8,1
42932,2/13/2022,15,25,1
42933,2/13/2022,8,10,1
42934,2/13/2022,50,6,1
42935,2/13/2022,9,6,1
42936,2/13/2022,43,18,1
42937,2/13/2022,3,27,1
42938,2/13/2022,30,14,2
42939,2/13/2022,41,7,1
42940,2/13/2022,33,10,1
42941,2/13/2022,9,7,2
42942,2/13/2022,46,18,1
42943,2/13/2022,9,14,1
42944,2/13/2022,9,7,3
42945,2/13/2022,37,34,1
42946,2/13/2022,37,34,1
42947,2/13/2022,6,31,1
42948,2/13/2022,24,1,1
42949,2/13/2022,31,6,1
42950,2/13/2022,6,7,1
42951,2/13/2022,3,6,1
42952,2/13/2022,31,8,1
42953,2/13/2022,19,6,1
42954,2/13/2022,41,7,1
42955,2/13/2022,12,22,1
42956,2/13/2022,18,6,1
42957,2/13/2022,12,22,1
42958,2/13/2022,24,7,2
42959,2/13/2022,11,9,1
42960,2/13/2022,6,7,1
42961,2/13/2022,37,34,1
42962,2/13/2022,26,25,1
42963,2/13/2022,26,6,2
42964,2/13/2022,8,10,1
42965,2/13/2022,31,8,1
42966,2/13/2022,9,6,1
42967,2/13/2022,2,6,1
42968,2/13/2022,13,10,1
42969,2/13/2022,37,34,1
42970,2/13/2022,6,6,2
42971,2/13/2022,6,31,1
42972,2/13/2022,39,6,1
42973,2/13/2022,26,7,1
42974,2/13/2022,24,10,3
42975,2/13/2022,3,31,1
42976,2/13/2022,6,6,2
42977,2/13/2022,46,18,1
42978,2/13/2022,2,6,1
42979,2/13/2022,30,14,2
42980,2/13/2022,5,14,1
42981,2/13/2022,47,9,1
42982,2/13/2022,12,22,1
42983,2/13/2022,24,1,1
42984,2/13/2022,47,9,1
42985,2/13/2022,31,8,3
42986,2/13/2022,14,17,1
42987,2/13/2022,14,17,1
42988,2/13/2022,10,14,1
42989,2/13/2022,26,6,3
42990,2/13/2022,46,18,1
42991,2/13/2022,43,18,1
42992,2/13/2022,31,14,2
42993,2/13/2022,47,2,1
42994,2/13/2022,30,14,2
42995,2/13/2022,37,34,1
42996,2/13/2022,12,22,1
42997,2/13/2022,8,8,1
42998,2/13/2022,9,6,1
42999,2/13/2022,47,34,1
43000,2/13/2022,37,34,1
43001,2/13/2022,11,9,1
43002,2/13/2022,30,14,3
43003,2/13/2022,31,8,1
43004,2/13/2022,6,7,1
43005,2/13/2022,41,8,1
43006,2/13/2022,3,27,1
43007,2/13/2022,6,6,2
43008,2/13/2022,46,2,1
43009,2/13/2022,43,18,1
43010,2/13/2022,2,6,1
43011,2/13/2022,43,18,1
43012,2/13/2022,25,34,1
43013,2/13/2022,31,8,2
43014,2/13/2022,47,9,1
43015,2/13/2022,24,1,1
43016,2/13/2022,6,7,1
43017,2/13/2022,5,24,1
43018,2/13/2022,48,6,1
43019,2/13/2022,24,1,1
43020,2/13/2022,31,8,3
43021,2/13/2022,9,25,1
43022,2/13/2022,37,34,1
43023,2/13/2022,22,9,1
43024,2/13/2022,9,25,1
43025,2/13/2022,35,6,2
43026,2/13/2022,3,27,1
43027,2/13/2022,8,10,1
43028,2/13/2022,13,18,1
43029,2/13/2022,9,6,1
43030,2/13/2022,24,6,2
43031,2/13/2022,11,9,1
43032,2/13/2022,23,6,1
43033,2/13/2022,7,6,2
43034,2/13/2022,2,6,1
43035,2/13/2022,36,6,2
43036,2/13/2022,46,18,1
43037,2/13/2022,26,7,1
43038,2/13/2022,44,25,1
43039,2/13/2022,30,14,3
43040,2/13/2022,7,6,3
43041,2/13/2022,9,7,2
43042,2/13/2022,8,10,1
43043,2/13/2022,6,7,1
43044,2/13/2022,25,34,1
43045,2/13/2022,32,6,3
43046,2/13/2022,36,6,3
43047,2/13/2022,9,7,2
43048,2/13/2022,4,1,1
43049,2/13/2022,15,25,1
43050,2/13/2022,24,7,2
43051,2/13/2022,10,20,1
43052,2/13/2022,37,34,1
43053,2/13/2022,31,8,3
43054,2/13/2022,31,8,1
43055,2/13/2022,11,9,1
43056,2/13/2022,11,7,1
43057,2/13/2022,3,6,1
43058,2/13/2022,11,7,1
43059,2/13/2022,45,33,1
43060,2/13/2022,8,8,1
43061,2/13/2022,9,6,1
43062,2/13/2022,26,6,3
43063,2/13/2022,39,6,1
43064,2/13/2022,22,9,1
43065,2/13/2022,31,8,3
43066,2/13/2022,3,31,1
43067,2/13/2022,31,6,1
43068,2/13/2022,8,30,1
43069,2/13/2022,43,18,1
43070,2/13/2022,31,8,1
43071,2/13/2022,15,25,1
43072,2/13/2022,12,22,1
43073,2/13/2022,26,1,1
43074,2/13/2022,46,18,1
43075,2/13/2022,47,2,1
43076,2/13/2022,39,6,1
43077,2/13/2022,6,6,2
43078,2/13/2022,2,24,1
43079,2/13/2022,33,10,1
43080,2/13/2022,36,6,3
43081,2/13/2022,37,34,1
43082,2/13/2022,26,25,1
43083,2/13/2022,13,18,1
43084,2/13/2022,29,30,1
43085,2/13/2022,33,10,1
43086,2/13/2022,3,27,1
43087,2/13/2022,40,33,1
43088,2/13/2022,41,8,1
43089,2/13/2022,5,6,1
43090,2/13/2022,13,10,1
43091,2/13/2022,9,25,1
43092,2/13/2022,9,14,1
43093,2/13/2022,18,6,1
43094,2/13/2022,9,7,2
43095,2/13/2022,41,7,1
43096,2/13/2022,45,33,1
43097,2/13/2022,26,6,3
43098,2/13/2022,24,10,2
43099,2/13/2022,2,6,1
43100,2/13/2022,31,6,1
43101,2/13/2022,26,1,1
43102,2/13/2022,46,2,1
43103,2/13/2022,40,33,1
43104,2/13/2022,14,8,1
43105,2/13/2022,13,18,1
43106,2/13/2022,22,9,1
43107,2/13/2022,46,2,1
43108,2/13/2022,12,22,1
43109,2/13/2022,40,33,1
43110,2/13/2022,20,7,1
43111,2/13/2022,26,1,1
43112,2/13/2022,46,18,1
43113,2/13/2022,10,20,1
43114,2/13/2022,5,1,1
43115,2/13/2022,18,6,1
43116,2/13/2022,12,22,1
43117,2/13/2022,45,33,1
43118,2/13/2022,3,27,1
43119,2/13/2022,2,6,1
43120,2/13/2022,31,14,2
43121,2/13/2022,40,33,1
43122,2/13/2022,9,6,1
43123,2/13/2022,46,2,1
43124,2/13/2022,23,6,1
43125,2/13/2022,19,6,1
43126,2/13/2022,3,31,1
43127,2/13/2022,15,25,1
43128,2/13/2022,47,2,1
43129,2/13/2022,9,6,1
43130,2/13/2022,26,18,1
43131,2/13/2022,25,34,1
43132,2/13/2022,24,6,3
43133,2/13/2022,13,10,1
43134,2/13/2022,13,18,1
43135,2/13/2022,39,6,1
43136,2/13/2022,2,24,1
43137,2/13/2022,20,7,1
43138,2/13/2022,14,8,1
43139,2/13/2022,12,22,1
43140,2/13/2022,26,7,1
43141,2/13/2022,8,10,1
43142,2/13/2022,15,25,1
43143,2/13/2022,33,10,1
43144,2/13/2022,7,6,3
43145,2/13/2022,26,18,1
43146,2/13/2022,27,8,1
43147,2/13/2022,33,10,1
43148,2/13/2022,20,7,1
43149,2/13/2022,5,14,1
43150,2/13/2022,41,33,3
43151,2/13/2022,14,8,1
43152,2/13/2022,9,14,1
43153,2/13/2022,31,6,1
43154,2/13/2022,31,6,1
43155,2/13/2022,41,7,1
43156,2/13/2022,43,33,1
43157,2/13/2022,9,25,1
43158,2/13/2022,11,9,1
43159,2/13/2022,6,31,1
43160,2/13/2022,36,6,2
43161,2/13/2022,5,14,1
43162,2/13/2022,44,25,1
43163,2/13/2022,15,25,1
43164,2/13/2022,12,22,1
43165,2/13/2022,20,7,1
43166,2/13/2022,15,25,1
43167,2/13/2022,13,8,1
43168,2/13/2022,14,8,1
43169,2/13/2022,11,7,1
43170,2/13/2022,6,6,2
43171,2/13/2022,10,20,1
43172,2/13/2022,48,6,1
43173,2/13/2022,24,10,3
43174,2/13/2022,26,1,1
43175,2/13/2022,25,34,1
43176,2/13/2022,9,7,2
43177,2/13/2022,5,1,1
43178,2/13/2022,26,1,1
43179,2/13/2022,19,6,1
43180,2/13/2022,39,6,1
43181,2/13/2022,40,33,1
43182,2/13/2022,9,7,3
43183,2/13/2022,14,17,1
43184,2/13/2022,2,6,1
43185,2/13/2022,10,20,1
43186,2/13/2022,30,30,1
43187,2/13/2022,39,2,1
43188,2/13/2022,5,14,1
43189,2/13/2022,12,22,1
43190,2/13/2022,31,6,1
43191,2/13/2022,31,6,1
43192,2/13/2022,11,7,1
43193,2/13/2022,13,10,1
43194,2/13/2022,31,8,1
43195,2/13/2022,33,10,1
43196,2/13/2022,9,6,1
43197,2/13/2022,47,2,1
43198,2/13/2022,18,33,1
43199,2/13/2022,47,2,1
43200,2/13/2022,25,34,1
43201,2/13/2022,3,31,1
43202,2/13/2022,2,24,1
43203,2/13/2022,23,6,1
43204,2/13/2022,46,18,1
43205,2/13/2022,33,30,1
43206,2/13/2022,9,7,2
43207,2/13/2022,26,25,1
43208,2/13/2022,26,7,1
43209,2/13/2022,28,6,1
43210,2/13/2022,13,8,1
43211,2/13/2022,31,6,1
43212,2/13/2022,36,6,2
43213,2/13/2022,11,7,1
43214,2/13/2022,46,18,1
43215,2/13/2022,26,1,1
43216,2/13/2022,33,10,1
43217,2/13/2022,24,6,2
43218,2/13/2022,18,6,1
43219,2/13/2022,23,6,1
43220,2/13/2022,8,8,1
43221,2/13/2022,3,27,1
43222,2/13/2022,5,1,1
43223,2/13/2022,6,6,2
43224,2/13/2022,8,30,1
43225,2/13/2022,15,25,1
43226,2/13/2022,20,7,1
43227,2/13/2022,41,33,4
43228,2/13/2022,25,34,1
43229,2/13/2022,48,6,1
43230,2/13/2022,2,24,1
43231,2/13/2022,37,34,1
43232,2/13/2022,6,6,2
43233,2/13/2022,18,33,1
43234,2/13/2022,8,8,1
43235,2/13/2022,26,7,1
43236,2/13/2022,32,34,1
43237,2/13/2022,24,1,1
43238,2/13/2022,5,1,1
43239,2/13/2022,26,1,1
43240,2/13/2022,8,10,1
43241,2/13/2022,24,7,3
43242,2/13/2022,9,7,2
43243,2/13/2022,26,1,1
43244,2/13/2022,26,25,1
43245,2/13/2022,26,18,1
43246,2/13/2022,47,34,1
43247,2/13/2022,6,6,3
43248,2/13/2022,27,8,1
43249,2/13/2022,26,1,1
43250,2/13/2022,45,33,1
43251,2/13/2022,19,6,1
43252,2/13/2022,33,30,1
43253,2/13/2022,39,2,1
43254,2/13/2022,14,17,1
43255,2/13/2022,25,34,1
43256,2/13/2022,41,8,1
43257,2/13/2022,9,25,1
43258,2/13/2022,27,8,1
43259,2/13/2022,23,6,1
43260,2/13/2022,10,20,1
43261,2/13/2022,27,8,1
43262,2/13/2022,48,6,1
43263,2/13/2022,47,9,1
43264,2/13/2022,33,30,1
43265,2/13/2022,26,1,1
43266,2/13/2022,6,31,1
43267,2/13/2022,6,7,1
43268,2/13/2022,47,34,1
43269,2/13/2022,11,9,1
43270,2/13/2022,26,7,1
43271,2/13/2022,14,17,1
43272,2/13/2022,26,6,3
43273,2/13/2022,11,7,1
43274,2/13/2022,24,7,2
43275,2/13/2022,11,7,1
43276,2/13/2022,31,8,2
43277,2/13/2022,31,14,3
43278,2/13/2022,26,1,1
43279,2/13/2022,8,30,1
43280,2/13/2022,6,7,1
43281,2/13/2022,26,1,1
43282,2/13/2022,31,6,1
43283,2/13/2022,2,24,1
43284,2/13/2022,9,14,1
43285,2/13/2022,8,10,1
43286,2/13/2022,3,27,1
43287,2/13/2022,31,6,1
43288,2/13/2022,2,24,1
43289,2/13/2022,5,14,1
43290,2/13/2022,15,25,1
43291,2/13/2022,47,9,1
43292,2/13/2022,30,14,2
43293,2/13/2022,26,7,1
43294,2/13/2022,9,7,2
43295,2/13/2022,9,25,1
43296,2/13/2022,6,7,1
43297,2/13/2022,29,30,1
43298,2/13/2022,26,25,1
43299,2/13/2022,14,17,1
43300,2/13/2022,12,22,1
43301,2/13/2022,26,6,3
43302,2/13/2022,3,31,1
43303,2/13/2022,26,1,1
43304,2/13/2022,33,10,1
43305,2/13/2022,18,6,1
43306,2/13/2022,21,24,1
43307,2/13/2022,8,8,1
43308,2/13/2022,14,17,1
43309,2/13/2022,35,6,3
43310,2/14/2022,1,27,1
43311,2/14/2022,9,2,1
43312,2/14/2022,47,6,1
43313,2/14/2022,1,27,1
43314,2/14/2022,2,30,1
43315,2/14/2022,15,14,1
43316,2/14/2022,38,30,1
43317,2/14/2022,8,17,1
43318,2/14/2022,28,33,1
43319,2/14/2022,36,2,1
43320,2/14/2022,41,34,1
43321,2/14/2022,17,30,3
43322,2/14/2022,10,33,1
43323,2/14/2022,9,6,1
43324,2/14/2022,6,7,1
43325,2/14/2022,41,34,1
43326,2/14/2022,14,6,1
43327,2/14/2022,24,30,2
43328,2/14/2022,14,6,1
43329,2/14/2022,43,25,4
43330,2/14/2022,39,6,1
43331,2/14/2022,14,6,1
43332,2/14/2022,9,18,1
43333,2/14/2022,49,1,1
43334,2/14/2022,46,10,1
43335,2/14/2022,43,25,3
43336,2/14/2022,34,27,1
43337,2/14/2022,7,24,1
43338,2/14/2022,38,30,1
43339,2/14/2022,21,25,1
43340,2/14/2022,6,33,1
43341,2/14/2022,40,8,1
43342,2/14/2022,49,1,1
43343,2/14/2022,34,25,1
43344,2/14/2022,41,27,1
43345,2/14/2022,10,6,1
43346,2/14/2022,9,18,1
43347,2/14/2022,38,30,1
43348,2/14/2022,49,1,1
43349,2/14/2022,6,6,1
43350,2/14/2022,35,6,1
43351,2/14/2022,15,27,1
43352,2/14/2022,39,7,1
43353,2/14/2022,7,6,1
43354,2/14/2022,49,6,1
43355,2/14/2022,7,31,1
43356,2/14/2022,30,6,1
43357,2/14/2022,28,33,1
43358,2/14/2022,20,30,1
43359,2/14/2022,40,6,2
43360,2/14/2022,17,25,1
43361,2/14/2022,28,33,1
43362,2/14/2022,38,30,1
43363,2/14/2022,3,31,1
43364,2/14/2022,24,30,2
43365,2/14/2022,36,2,1
43366,2/14/2022,20,30,1
43367,2/14/2022,7,31,1
43368,2/14/2022,34,27,1
43369,2/14/2022,36,14,1
43370,2/14/2022,49,1,1
43371,2/14/2022,20,30,1
43372,2/14/2022,20,30,1
43373,2/14/2022,11,17,1
43374,2/14/2022,49,1,1
43375,2/14/2022,30,6,1
43376,2/14/2022,46,10,1
43377,2/14/2022,43,25,3
43378,2/14/2022,41,34,1
43379,2/14/2022,12,2,1
43380,2/14/2022,44,6,1
43381,2/14/2022,9,25,1
43382,2/14/2022,11,17,1
43383,2/14/2022,7,31,1
43384,2/14/2022,9,6,1
43385,2/14/2022,44,6,1
43386,2/14/2022,9,25,1
43387,2/14/2022,1,27,1
43388,2/14/2022,17,8,4
43389,2/14/2022,44,6,1
43390,2/14/2022,7,31,1
43391,2/14/2022,43,25,3
43392,2/14/2022,43,25,3
43393,2/14/2022,6,1,1
43394,2/14/2022,34,6,2
43395,2/14/2022,38,30,1
43396,2/14/2022,41,6,3
43397,2/14/2022,10,33,1
43398,2/14/2022,17,30,3
